frame,tipo_objeto,conf,track_id,x1,y1,x2,y2,conf_matricula,mx1,my1,mx2,my2,texto_matricula
756,person,0.503,13,865,295,891,369,0.0,0.0,0.0,0.0,0.0,
756,car,0.542,38,1367,327,1398,358,0.0,0.0,0.0,0.0,0.0,
757,person,0.702,15,838,286,869,371,0.0,0.0,0.0,0.0,0.0,
757,car,0.769,23,948,299,1127,428,0.0,0.0,0.0,0.0,0.0,
757,car,0.723,30,1304,324,1360,362,0.0,0.0,0.0,0.0,0.0,
757,car,0.584,36,1179,315,1231,350,0.0,0.0,0.0,0.0,0.0,
757,car,0.406,35,1431,324,1508,382,0.0,0.0,0.0,0.0,0.0,
757,person,0.609,13,865,295,891,369,0.0,0.0,0.0,0.0,0.0,
757,car,0.544,38,1367,327,1397,358,0.0,0.0,0.0,0.0,0.0,
758,person,0.653,15,839,288,869,371,0.0,0.0,0.0,0.0,0.0,
758,car,0.685,23,942,298,1125,431,0.302,985,380,1033,393,OpM
758,car,0.663,30,1304,325,1359,362,0.0,0.0,0.0,0.0,0.0,
758,car,0.555,36,1181,317,1230,350,0.0,0.0,0.0,0.0,0.0,
758,car,0.382,35,1433,323,1511,383,0.0,0.0,0.0,0.0,0.0,
758,person,0.54,13,866,298,891,368,0.0,0.0,0.0,0.0,0.0,
758,car,0.553,38,1367,327,1397,358,0.0,0.0,0.0,0.0,0.0,
759,person,0.642,15,840,288,870,370,0.0,0.0,0.0,0.0,0.0,
759,car,0.838,23,936,298,1124,433,0.0,0.0,0.0,0.0,0.0,
759,car,0.665,30,1305,326,1357,361,0.0,0.0,0.0,0.0,0.0,
759,car,0.575,36,1182,317,1231,350,0.0,0.0,0.0,0.0,0.0,
759,car,0.392,35,1433,324,1511,383,0.0,0.0,0.0,0.0,0.0,
759,person,0.468,13,867,300,892,368,0.0,0.0,0.0,0.0,0.0,
759,car,0.552,38,1367,327,1397,358,0.0,0.0,0.0,0.0,0.0,
760,person,0.594,15,841,288,871,370,0.0,0.0,0.0,0.0,0.0,
760,car,0.575,23,930,298,1120,434,0.0,0.0,0.0,0.0,0.0,
760,car,0.71,30,1304,324,1357,361,0.0,0.0,0.0,0.0,0.0,
760,car,0.558,36,1183,317,1232,349,0.0,0.0,0.0,0.0,0.0,
760,car,0.375,35,1434,323,1513,383,0.0,0.0,0.0,0.0,0.0,
760,person,0.447,13,867,300,892,370,0.0,0.0,0.0,0.0,0.0,
760,car,0.553,38,1367,327,1397,358,0.0,0.0,0.0,0.0,0.0,
760,car,0.61,39,1091,308,1156,349,0.0,0.0,0.0,0.0,0.0,
761,person,0.658,15,841,288,872,371,0.0,0.0,0.0,0.0,0.0,
761,car,0.583,23,923,297,1117,436,0.422,969,384,1019,398,UDVO
761,car,0.729,30,1302,323,1358,360,0.0,0.0,0.0,0.0,0.0,
761,car,0.611,36,1183,317,1233,349,0.0,0.0,0.0,0.0,0.0,
761,car,0.389,35,1435,323,1513,383,0.0,0.0,0.0,0.0,0.0,
761,person,0.422,13,868,300,892,370,0.0,0.0,0.0,0.0,0.0,
761,car,0.552,38,1367,327,1397,358,0.0,0.0,0.0,0.0,0.0,
761,car,0.656,39,1088,308,1155,350,0.0,0.0,0.0,0.0,0.0,
762,person,0.677,15,841,288,872,371,0.0,0.0,0.0,0.0,0.0,
762,car,0.602,23,917,297,1114,438,0.776,963,385,1014,399,(pCO
762,car,0.711,30,1301,323,1357,360,0.0,0.0,0.0,0.0,0.0,
762,car,0.634,36,1183,315,1236,350,0.0,0.0,0.0,0.0,0.0,
762,car,0.389,35,1435,323,1513,383,0.0,0.0,0.0,0.0,0.0,
762,person,0.445,13,869,299,893,370,0.0,0.0,0.0,0.0,0.0,
762,car,0.552,38,1365,327,1396,358,0.0,0.0,0.0,0.0,0.0,
762,car,0.666,39,1088,307,1156,350,0.0,0.0,0.0,0.0,0.0,
763,person,0.607,15,841,289,872,371,0.0,0.0,0.0,0.0,0.0,
763,car,0.631,23,910,297,1109,439,0.585,958,387,1009,401,EMVQ
763,car,0.656,30,1301,322,1356,359,0.0,0.0,0.0,0.0,0.0,
763,car,0.617,36,1184,315,1237,350,0.0,0.0,0.0,0.0,0.0,
763,car,0.394,35,1436,323,1514,383,0.0,0.0,0.0,0.0,0.0,
763,person,0.384,13,869,300,894,370,0.0,0.0,0.0,0.0,0.0,
763,car,0.554,38,1363,327,1395,358,0.0,0.0,0.0,0.0,0.0,
763,car,0.617,39,1091,307,1159,351,0.0,0.0,0.0,0.0,0.0,
764,person,0.548,15,841,290,872,371,0.0,0.0,0.0,0.0,0.0,
764,car,0.645,23,901,296,1108,443,0.804,953,388,1003,403,ULO
764,car,0.675,30,1300,321,1356,359,0.0,0.0,0.0,0.0,0.0,
764,car,0.611,36,1184,314,1239,350,0.0,0.0,0.0,0.0,0.0,
764,car,0.401,35,1436,323,1514,383,0.0,0.0,0.0,0.0,0.0,
764,person,0.353,13,868,301,892,369,0.0,0.0,0.0,0.0,0.0,
764,car,0.549,38,1363,326,1395,358,0.0,0.0,0.0,0.0,0.0,
764,car,0.544,39,1093,307,1162,351,0.0,0.0,0.0,0.0,0.0,
765,person,0.609,15,843,290,874,371,0.0,0.0,0.0,0.0,0.0,
765,car,0.688,23,894,295,1105,445,0.738,944,389,998,405,EP
765,car,0.637,30,1299,321,1354,359,0.0,0.0,0.0,0.0,0.0,
765,car,0.603,36,1184,314,1239,350,0.0,0.0,0.0,0.0,0.0,
765,car,0.407,35,1435,323,1514,383,0.0,0.0,0.0,0.0,0.0,
765,car,0.537,38,1363,326,1396,358,0.0,0.0,0.0,0.0,0.0,
765,car,0.505,39,1096,307,1165,350,0.0,0.0,0.0,0.0,0.0,
766,person,0.632,15,843,290,874,371,0.0,0.0,0.0,0.0,0.0,
766,car,0.541,23,885,293,1103,448,0.811,937,392,992,406,UG
766,car,0.705,30,1298,321,1353,359,0.0,0.0,0.0,0.0,0.0,
766,car,0.6,36,1185,314,1240,350,0.0,0.0,0.0,0.0,0.0,
766,car,0.408,35,1435,323,1513,383,0.0,0.0,0.0,0.0,0.0,
766,car,0.524,38,1364,326,1397,358,0.0,0.0,0.0,0.0,0.0,
766,car,0.472,39,1099,308,1169,351,0.0,0.0,0.0,0.0,0.0,
767,person,0.627,15,844,290,875,369,0.0,0.0,0.0,0.0,0.0,
767,car,0.561,23,879,293,1100,451,0.838,930,393,985,408,Q6T
767,car,0.679,30,1297,321,1353,359,0.0,0.0,0.0,0.0,0.0,
767,car,0.601,36,1185,315,1240,351,0.0,0.0,0.0,0.0,0.0,
767,car,0.404,35,1435,323,1513,383,0.0,0.0,0.0,0.0,0.0,
767,car,0.524,38,1365,326,1398,358,0.0,0.0,0.0,0.0,0.0,
767,car,0.493,39,1103,308,1170,350,0.0,0.0,0.0,0.0,0.0,
768,person,0.599,15,845,290,875,369,0.0,0.0,0.0,0.0,0.0,
768,car,0.642,23,873,294,1097,453,0.847,922,395,979,410,EZBL
768,car,0.723,30,1296,320,1352,359,0.0,0.0,0.0,0.0,0.0,
768,car,0.516,36,1185,314,1240,351,0.0,0.0,0.0,0.0,0.0,
768,car,0.442,35,1434,323,1512,383,0.0,0.0,0.0,0.0,0.0,
768,car,0.507,38,1367,326,1399,358,0.0,0.0,0.0,0.0,0.0,
768,car,0.578,39,1105,308,1172,348,0.0,0.0,0.0,0.0,0.0,
769,person,0.597,15,846,291,876,368,0.0,0.0,0.0,0.0,0.0,
769,car,0.78,23,865,294,1094,456,0.847,915,396,973,413,EoL
769,car,0.714,30,1296,320,1351,359,0.0,0.0,0.0,0.0,0.0,
769,car,0.513,36,1185,315,1240,351,0.0,0.0,0.0,0.0,0.0,
769,car,0.444,35,1433,323,1512,383,0.0,0.0,0.0,0.0,0.0,
769,car,0.498,38,1367,326,1400,358,0.0,0.0,0.0,0.0,0.0,
769,car,0.656,39,1108,307,1173,347,0.0,0.0,0.0,0.0,0.0,
770,person,0.513,15,847,290,876,365,0.0,0.0,0.0,0.0,0.0,
770,car,0.817,23,859,294,1090,458,0.857,906,399,966,415,ELO
770,car,0.726,30,1296,321,1350,358,0.0,0.0,0.0,0.0,0.0,
770,car,0.412,36,1187,314,1242,351,0.0,0.0,0.0,0.0,0.0,
770,car,0.422,35,1433,324,1511,383,0.0,0.0,0.0,0.0,0.0,
770,car,0.507,38,1368,327,1400,358,0.0,0.0,0.0,0.0,0.0,
770,car,0.394,39,1110,308,1178,348,0.0,0.0,0.0,0.0,0.0,
771,person,0.411,15,849,290,877,360,0.0,0.0,0.0,0.0,0.0,
771,car,0.77,23,849,294,1086,462,0.856,898,399,959,417,Qoa
771,car,0.743,30,1296,321,1349,358,0.0,0.0,0.0,0.0,0.0,
771,car,0.496,36,1188,316,1240,351,0.0,0.0,0.0,0.0,0.0,
771,car,0.438,35,1433,324,1512,383,0.0,0.0,0.0,0.0,0.0,
771,car,0.488,38,1368,327,1400,358,0.0,0.0,0.0,0.0,0.0,
771,car,0.551,39,1109,307,1177,348,0.0,0.0,0.0,0.0,0.0,
772,car,0.653,23,837,294,1080,466,0.866,889,402,951,420,QuG
772,car,0.726,30,1296,321,1348,358,0.0,0.0,0.0,0.0,0.0,
772,car,0.54,36,1187,315,1241,350,0.0,0.0,0.0,0.0,0.0,
772,car,0.446,35,1433,324,1512,383,0.0,0.0,0.0,0.0,0.0,
772,car,0.478,38,1369,327,1400,358,0.0,0.0,0.0,0.0,0.0,
772,car,0.576,39,1111,307,1179,347,0.0,0.0,0.0,0.0,0.0,
773,car,0.763,23,827,293,1075,469,0.865,879,404,944,422,EZELO
773,car,0.683,30,1296,321,1348,357,0.0,0.0,0.0,0.0,0.0,
773,car,0.54,36,1187,314,1241,350,0.0,0.0,0.0,0.0,0.0,
773,car,0.443,35,1432,324,1512,383,0.0,0.0,0.0,0.0,0.0,
773,car,0.469,38,1370,327,1401,358,0.0,0.0,0.0,0.0,0.0,
773,car,0.501,39,1112,307,1181,347,0.0,0.0,0.0,0.0,0.0,
774,car,0.81,23,815,292,1070,472,0.87,869,406,935,424,EO
774,car,0.651,30,1295,320,1347,357,0.0,0.0,0.0,0.0,0.0,
774,car,0.563,36,1186,314,1241,350,0.0,0.0,0.0,0.0,0.0,
774,car,0.453,35,1432,324,1512,383,0.0,0.0,0.0,0.0,0.0,
774,car,0.472,38,1370,327,1401,358,0.0,0.0,0.0,0.0,0.0,
774,car,0.462,39,1114,307,1184,348,0.0,0.0,0.0,0.0,0.0,
775,car,0.836,23,804,292,1067,476,0.867,859,408,926,427,ELO
775,car,0.661,30,1295,320,1346,357,0.0,0.0,0.0,0.0,0.0,
775,car,0.576,36,1187,314,1243,351,0.0,0.0,0.0,0.0,0.0,
775,car,0.444,35,1431,324,1511,383,0.0,0.0,0.0,0.0,0.0,
775,car,0.471,38,1370,327,1401,358,0.0,0.0,0.0,0.0,0.0,
775,car,0.391,39,1119,307,1186,346,0.0,0.0,0.0,0.0,0.0,
776,car,0.862,23,792,291,1064,481,0.864,849,411,917,430,EELO
776,car,0.663,30,1295,320,1345,356,0.0,0.0,0.0,0.0,0.0,
776,car,0.481,36,1188,313,1244,350,0.0,0.0,0.0,0.0,0.0,
776,car,0.431,35,1431,324,1511,383,0.0,0.0,0.0,0.0,0.0,
776,car,0.463,38,1371,327,1401,358,0.0,0.0,0.0,0.0,0.0,
777,car,0.864,23,781,290,1059,485,0.864,837,414,907,433,E7ELQ
777,car,0.631,30,1295,321,1345,356,0.0,0.0,0.0,0.0,0.0,
777,car,0.459,36,1188,313,1246,350,0.0,0.0,0.0,0.0,0.0,
777,car,0.44,35,1431,324,1512,383,0.0,0.0,0.0,0.0,0.0,
777,car,0.465,38,1371,327,1400,358,0.0,0.0,0.0,0.0,0.0,
778,car,0.889,23,768,289,1054,489,0.88,825,416,897,437,ERL
778,car,0.596,30,1294,321,1344,356,0.0,0.0,0.0,0.0,0.0,
778,car,0.47,36,1190,313,1247,350,0.0,0.0,0.0,0.0,0.0,
778,car,0.444,35,1431,324,1512,383,0.0,0.0,0.0,0.0,0.0,
778,car,0.46,38,1371,327,1400,358,0.0,0.0,0.0,0.0,0.0,
779,car,0.885,23,755,289,1050,494,0.881,813,419,886,441,E7E
779,car,0.558,30,1294,321,1344,356,0.0,0.0,0.0,0.0,0.0,
779,car,0.5,36,1190,314,1247,351,0.0,0.0,0.0,0.0,0.0,
779,car,0.419,35,1431,324,1512,383,0.0,0.0,0.0,0.0,0.0,
779,car,0.451,38,1371,327,1400,358,0.0,0.0,0.0,0.0,0.0,
780,car,0.886,23,740,289,1043,499,0.879,799,423,875,444,QE
780,car,0.604,30,1293,321,1343,356,0.0,0.0,0.0,0.0,0.0,
780,car,0.547,36,1190,314,1247,351,0.0,0.0,0.0,0.0,0.0,
780,car,0.467,35,1431,324,1512,383,0.0,0.0,0.0,0.0,0.0,
780,car,0.466,38,1370,327,1399,358,0.0,0.0,0.0,0.0,0.0,
781,car,0.896,23,724,288,1038,505,0.874,785,426,863,449,EEa
781,car,0.608,30,1293,321,1343,356,0.0,0.0,0.0,0.0,0.0,
781,car,0.54,36,1190,314,1247,351,0.0,0.0,0.0,0.0,0.0,
781,car,0.464,35,1430,324,1512,383,0.0,0.0,0.0,0.0,0.0,
781,car,0.469,38,1370,327,1399,358,0.0,0.0,0.0,0.0,0.0,
782,car,0.875,23,709,288,1031,510,0.868,769,429,850,453,EE
782,car,0.53,30,1293,321,1343,356,0.0,0.0,0.0,0.0,0.0,
782,car,0.569,36,1191,315,1247,352,0.0,0.0,0.0,0.0,0.0,
782,car,0.491,35,1430,324,1512,383,0.0,0.0,0.0,0.0,0.0,
782,car,0.477,38,1369,327,1398,358,0.0,0.0,0.0,0.0,0.0,
783,car,0.87,23,692,288,1024,515,0.879,753,433,837,457,EE
783,car,0.518,30,1293,321,1344,356,0.0,0.0,0.0,0.0,0.0,
783,car,0.559,36,1190,315,1248,352,0.0,0.0,0.0,0.0,0.0,
783,car,0.492,35,1430,324,1512,383,0.0,0.0,0.0,0.0,0.0,
783,car,0.466,38,1369,327,1399,358,0.0,0.0,0.0,0.0,0.0,
784,car,0.879,23,674,287,1018,522,0.882,737,437,822,462,QEa
784,car,0.51,30,1290,320,1341,355,0.0,0.0,0.0,0.0,0.0,
784,car,0.544,36,1191,314,1248,352,0.0,0.0,0.0,0.0,0.0,
784,car,0.49,35,1430,323,1512,383,0.0,0.0,0.0,0.0,0.0,
784,car,0.468,38,1369,327,1398,358,0.0,0.0,0.0,0.0,0.0,
785,car,0.751,23,655,287,1012,529,0.872,718,441,807,467,EE
785,car,0.51,30,1287,319,1339,354,0.0,0.0,0.0,0.0,0.0,
785,car,0.601,36,1191,315,1249,353,0.0,0.0,0.0,0.0,0.0,
785,car,0.5,35,1430,323,1512,383,0.0,0.0,0.0,0.0,0.0,
785,car,0.464,38,1369,327,1398,358,0.0,0.0,0.0,0.0,0.0,
786,car,0.817,23,636,286,1004,535,0.86,698,445,790,473,EE
786,car,0.501,30,1284,318,1338,354,0.0,0.0,0.0,0.0,0.0,
786,car,0.656,36,1192,317,1248,354,0.0,0.0,0.0,0.0,0.0,
786,car,0.5,35,1429,323,1512,384,0.0,0.0,0.0,0.0,0.0,
786,car,0.466,38,1369,327,1398,357,0.0,0.0,0.0,0.0,0.0,
787,car,0.86,23,617,285,996,540,0.87,678,450,772,477,EE
787,car,0.528,30,1283,318,1338,354,0.0,0.0,0.0,0.0,0.0,
787,car,0.645,36,1193,318,1247,354,0.0,0.0,0.0,0.0,0.0,
787,car,0.502,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
787,car,0.475,38,1368,327,1398,358,0.0,0.0,0.0,0.0,0.0,
788,car,0.819,23,593,285,988,549,0.858,654,454,753,483,E
788,car,0.532,30,1282,318,1338,354,0.0,0.0,0.0,0.0,0.0,
788,car,0.649,36,1193,317,1248,354,0.0,0.0,0.0,0.0,0.0,
788,car,0.498,35,1429,323,1513,383,0.0,0.0,0.0,0.0,0.0,
788,car,0.48,38,1368,327,1398,358,0.0,0.0,0.0,0.0,0.0,
789,car,0.818,23,568,283,980,556,0.866,629,458,732,489,E
789,car,0.558,30,1281,318,1338,354,0.0,0.0,0.0,0.0,0.0,
789,car,0.646,36,1192,316,1250,354,0.0,0.0,0.0,0.0,0.0,
789,car,0.493,35,1429,323,1513,383,0.0,0.0,0.0,0.0,0.0,
789,car,0.481,38,1368,327,1398,358,0.0,0.0,0.0,0.0,0.0,
790,car,0.844,23,541,283,971,567,0.862,604,464,710,496,E4
790,car,0.558,30,1280,318,1338,354,0.0,0.0,0.0,0.0,0.0,
790,car,0.59,36,1192,315,1250,354,0.0,0.0,0.0,0.0,0.0,
790,car,0.488,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
790,car,0.478,38,1369,327,1398,358,0.0,0.0,0.0,0.0,0.0,
791,car,0.791,23,512,282,962,577,0.851,575,471,686,503,E
791,car,0.54,30,1281,318,1338,354,0.0,0.0,0.0,0.0,0.0,
791,car,0.557,36,1192,315,1251,354,0.0,0.0,0.0,0.0,0.0,
791,car,0.509,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
791,car,0.481,38,1368,327,1398,358,0.0,0.0,0.0,0.0,0.0,
792,car,0.719,23,481,279,953,586,0.805,543,477,660,513,42
792,car,0.583,30,1279,318,1337,354,0.0,0.0,0.0,0.0,0.0,
792,car,0.549,36,1192,313,1252,354,0.0,0.0,0.0,0.0,0.0,
792,car,0.459,35,1429,323,1514,384,0.0,0.0,0.0,0.0,0.0,
792,car,0.473,38,1370,327,1399,358,0.0,0.0,0.0,0.0,0.0,
793,car,0.879,23,447,278,942,598,0.714,510,484,631,522,4
793,car,0.534,30,1279,318,1336,353,0.0,0.0,0.0,0.0,0.0,
793,car,0.557,36,1192,313,1253,354,0.0,0.0,0.0,0.0,0.0,
793,car,0.468,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
793,car,0.477,38,1371,327,1400,358,0.0,0.0,0.0,0.0,0.0,
794,car,0.819,23,411,277,929,610,0.831,472,491,599,531,22
794,car,0.512,30,1274,319,1328,353,0.0,0.0,0.0,0.0,0.0,
794,car,0.548,36,1192,313,1254,354,0.0,0.0,0.0,0.0,0.0,
794,car,0.476,35,1429,324,1513,384,0.0,0.0,0.0,0.0,0.0,
794,car,0.481,38,1371,327,1400,358,0.0,0.0,0.0,0.0,0.0,
795,car,0.849,23,369,276,917,625,0.688,431,501,563,543,
795,car,0.531,30,1275,318,1330,353,0.0,0.0,0.0,0.0,0.0,
795,car,0.507,36,1192,312,1255,355,0.0,0.0,0.0,0.0,0.0,
795,car,0.485,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
795,car,0.487,38,1372,327,1400,358,0.0,0.0,0.0,0.0,0.0,
796,car,0.749,23,324,274,903,641,0.724,382,510,525,556,Z
796,car,0.497,30,1277,318,1332,352,0.0,0.0,0.0,0.0,0.0,
796,car,0.511,36,1193,312,1255,355,0.0,0.0,0.0,0.0,0.0,
796,car,0.491,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
796,car,0.479,38,1372,327,1400,358,0.0,0.0,0.0,0.0,0.0,
797,car,0.811,23,275,272,889,657,0.721,332,522,480,568,r
797,car,0.437,30,1276,317,1332,351,0.0,0.0,0.0,0.0,0.0,
797,car,0.476,36,1194,312,1257,356,0.0,0.0,0.0,0.0,0.0,
797,car,0.457,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
797,car,0.483,38,1372,327,1400,358,0.0,0.0,0.0,0.0,0.0,
798,car,0.643,23,219,268,872,675,0.0,0.0,0.0,0.0,0.0,
798,car,0.46,30,1272,317,1328,352,0.0,0.0,0.0,0.0,0.0,
798,car,0.574,36,1195,312,1257,356,0.0,0.0,0.0,0.0,0.0,
798,car,0.457,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
798,car,0.492,38,1372,327,1400,358,0.0,0.0,0.0,0.0,0.0,
799,car,0.797,23,156,265,855,695,0.0,0.0,0.0,0.0,0.0,
799,car,0.447,30,1268,317,1321,351,0.0,0.0,0.0,0.0,0.0,
799,car,0.597,36,1195,313,1258,357,0.0,0.0,0.0,0.0,0.0,
799,car,0.449,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
799,car,0.485,38,1372,327,1400,358,0.0,0.0,0.0,0.0,0.0,
799,person,0.575,41,887,289,917,368,0.0,0.0,0.0,0.0,0.0,
799,car,0.512,43,1341,325,1372,352,0.0,0.0,0.0,0.0,0.0,
799,person,0.505,15,864,300,891,368,0.0,0.0,0.0,0.0,0.0,
800,car,0.883,23,85,260,836,718,0.0,0.0,0.0,0.0,0.0,
800,car,0.45,30,1267,317,1318,351,0.0,0.0,0.0,0.0,0.0,
800,car,0.505,36,1195,313,1257,357,0.0,0.0,0.0,0.0,0.0,
800,car,0.438,35,1429,323,1514,384,0.0,0.0,0.0,0.0,0.0,
800,car,0.488,38,1372,327,1400,358,0.0,0.0,0.0,0.0,0.0,
800,person,0.46,41,889,291,917,367,0.0,0.0,0.0,0.0,0.0,
800,car,0.512,43,1341,326,1373,352,0.0,0.0,0.0,0.0,0.0,
800,person,0.682,15,865,299,892,368,0.0,0.0,0.0,0.0,0.0,
801,car,0.939,23,29,258,831,745,0.0,0.0,0.0,0.0,0.0,
801,car,0.46,30,1266,317,1317,351,0.0,0.0,0.0,0.0,0.0,
801,car,0.411,36,1194,312,1258,357,0.0,0.0,0.0,0.0,0.0,
801,car,0.44,35,1429,323,1514,384,0.0,0.0,0.0,0.0,0.0,
801,car,0.495,38,1372,327,1400,358,0.0,0.0,0.0,0.0,0.0,
801,person,0.516,41,890,290,918,367,0.0,0.0,0.0,0.0,0.0,
801,car,0.532,43,1342,326,1373,352,0.0,0.0,0.0,0.0,0.0,
801,person,0.662,15,864,298,893,369,0.0,0.0,0.0,0.0,0.0,
802,car,0.908,23,0,257,838,777,0.0,0.0,0.0,0.0,0.0,
802,car,0.505,30,1267,318,1316,350,0.0,0.0,0.0,0.0,0.0,
802,car,0.525,36,1194,311,1258,357,0.0,0.0,0.0,0.0,0.0,
802,car,0.441,35,1429,323,1514,384,0.0,0.0,0.0,0.0,0.0,
802,car,0.489,38,1372,327,1400,358,0.0,0.0,0.0,0.0,0.0,
802,person,0.641,41,889,290,918,367,0.0,0.0,0.0,0.0,0.0,
802,car,0.519,43,1341,326,1373,352,0.0,0.0,0.0,0.0,0.0,
802,person,0.668,15,864,297,893,369,0.0,0.0,0.0,0.0,0.0,
803,car,0.896,23,0,253,850,812,0.0,0.0,0.0,0.0,0.0,
803,car,0.507,30,1266,318,1314,350,0.0,0.0,0.0,0.0,0.0,
803,car,0.588,36,1194,311,1258,357,0.0,0.0,0.0,0.0,0.0,
803,car,0.448,35,1429,323,1514,384,0.0,0.0,0.0,0.0,0.0,
803,car,0.494,38,1372,327,1400,358,0.0,0.0,0.0,0.0,0.0,
803,person,0.693,41,890,292,918,367,0.0,0.0,0.0,0.0,0.0,
803,car,0.52,43,1341,326,1373,352,0.0,0.0,0.0,0.0,0.0,
803,person,0.698,15,865,296,894,368,0.0,0.0,0.0,0.0,0.0,
803,car,0.533,44,1310,319,1343,350,0.0,0.0,0.0,0.0,0.0,
804,car,0.938,23,0,249,877,871,0.0,0.0,0.0,0.0,0.0,
804,car,0.444,30,1266,318,1313,350,0.0,0.0,0.0,0.0,0.0,
804,car,0.606,36,1195,311,1260,358,0.0,0.0,0.0,0.0,0.0,
804,car,0.403,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
804,car,0.499,38,1371,327,1399,358,0.0,0.0,0.0,0.0,0.0,
804,person,0.658,41,891,292,919,367,0.0,0.0,0.0,0.0,0.0,
804,car,0.536,43,1343,326,1374,353,0.0,0.0,0.0,0.0,0.0,
804,person,0.67,15,866,295,895,368,0.0,0.0,0.0,0.0,0.0,
804,car,0.469,44,1310,319,1343,350,0.0,0.0,0.0,0.0,0.0,
805,car,0.955,23,0,245,886,911,0.0,0.0,0.0,0.0,0.0,
805,car,0.436,30,1267,317,1312,348,0.0,0.0,0.0,0.0,0.0,
805,car,0.64,36,1197,311,1262,358,0.0,0.0,0.0,0.0,0.0,
805,car,0.422,35,1433,323,1516,383,0.0,0.0,0.0,0.0,0.0,
805,car,0.498,38,1371,327,1399,358,0.0,0.0,0.0,0.0,0.0,
805,person,0.596,41,892,291,920,367,0.0,0.0,0.0,0.0,0.0,
805,car,0.549,43,1343,326,1375,353,0.0,0.0,0.0,0.0,0.0,
805,person,0.599,15,866,292,896,368,0.0,0.0,0.0,0.0,0.0,
805,car,0.457,44,1310,319,1343,350,0.0,0.0,0.0,0.0,0.0,
806,car,0.961,23,0,240,900,966,0.0,0.0,0.0,0.0,0.0,
806,car,0.439,30,1267,317,1310,347,0.0,0.0,0.0,0.0,0.0,
806,car,0.669,36,1198,311,1263,358,0.0,0.0,0.0,0.0,0.0,
806,car,0.406,35,1431,323,1514,384,0.0,0.0,0.0,0.0,0.0,
806,car,0.495,38,1371,328,1399,358,0.0,0.0,0.0,0.0,0.0,
806,person,0.474,41,892,290,921,368,0.0,0.0,0.0,0.0,0.0,
806,car,0.55,43,1344,327,1375,353,0.0,0.0,0.0,0.0,0.0,
806,person,0.602,15,867,289,898,368,0.0,0.0,0.0,0.0,0.0,
806,car,0.492,44,1310,319,1343,349,0.0,0.0,0.0,0.0,0.0,
807,car,0.957,23,0,237,912,1032,0.0,0.0,0.0,0.0,0.0,
807,car,0.434,30,1268,317,1310,346,0.0,0.0,0.0,0.0,0.0,
807,car,0.647,36,1199,311,1263,358,0.0,0.0,0.0,0.0,0.0,
807,car,0.417,35,1430,323,1513,384,0.0,0.0,0.0,0.0,0.0,
807,car,0.489,38,1371,328,1399,358,0.0,0.0,0.0,0.0,0.0,
807,person,0.425,41,893,290,921,367,0.0,0.0,0.0,0.0,0.0,
807,car,0.54,43,1343,327,1375,352,0.0,0.0,0.0,0.0,0.0,
807,person,0.549,15,867,289,898,367,0.0,0.0,0.0,0.0,0.0,
807,car,0.476,44,1310,319,1343,349,0.0,0.0,0.0,0.0,0.0,
808,car,0.96,23,0,234,897,1062,0.0,0.0,0.0,0.0,0.0,
808,car,0.444,30,1268,317,1309,347,0.0,0.0,0.0,0.0,0.0,
808,car,0.621,36,1199,311,1265,359,0.0,0.0,0.0,0.0,0.0,
808,car,0.431,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
808,car,0.492,38,1371,328,1399,358,0.0,0.0,0.0,0.0,0.0,
808,person,0.424,41,894,291,922,367,0.0,0.0,0.0,0.0,0.0,
808,car,0.525,43,1342,327,1374,352,0.0,0.0,0.0,0.0,0.0,
808,person,0.541,15,868,288,898,367,0.0,0.0,0.0,0.0,0.0,
808,car,0.514,44,1310,319,1342,349,0.0,0.0,0.0,0.0,0.0,
809,car,0.944,23,0,229,822,999,0.0,0.0,0.0,0.0,0.0,
809,car,0.487,30,1268,317,1308,346,0.0,0.0,0.0,0.0,0.0,
809,car,0.666,36,1200,311,1266,359,0.0,0.0,0.0,0.0,0.0,
809,car,0.449,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
809,car,0.493,38,1371,328,1398,358,0.0,0.0,0.0,0.0,0.0,
809,car,0.542,43,1342,327,1374,352,0.0,0.0,0.0,0.0,0.0,
809,person,0.547,15,869,288,899,367,0.0,0.0,0.0,0.0,0.0,
809,car,0.561,44,1309,319,1342,349,0.0,0.0,0.0,0.0,0.0,
810,car,0.947,23,0,225,763,960,0.0,0.0,0.0,0.0,0.0,
810,car,0.464,30,1268,317,1305,344,0.0,0.0,0.0,0.0,0.0,
810,car,0.674,36,1200,311,1266,360,0.0,0.0,0.0,0.0,0.0,
810,car,0.464,35,1429,323,1513,384,0.0,0.0,0.0,0.0,0.0,
